#doc name topic proportion ...
0	doc001A-dynamical-model-of-saccade-generation-in-reading-based-on-spatially-distributed-lexical-processing	7	0.6399684044233808	3	0.21311216429699842	5	0.09447077409162717	0	0.01721958925750395	9	0.011848341232227487	6	0.008372827804107424	2	0.006003159557661927	1	0.0034755134281200632	8	0.0033175355450236967	4	0.0022116903633491313	
1	doc002A-FeatureIntegration-Theory-of-Attention	5	0.5400342801175319	6	0.22171890303623898	0	0.1868266405484819	9	0.019221351616062685	7	0.0075905974534769835	8	0.00697845249755142	1	0.006733594515181195	2	0.005019588638589618	4	0.0030607247796278158	3	0.0028158667972575904	
2	doc003A-MetaAnalysis-Investigating-Factors-Underlying-Attrition-Rates-in-Infant-ERP-Studies	8	0.8347093282176014	5	0.07526292350381968	6	0.025795621938268645	4	0.0190812236648282	9	0.013976910691651537	2	0.011681682710424445	1	0.007262512418211092	7	0.005378370045561989	0	0.004419170292213353	3	0.0024322565174197527	
3	doc004A-model-of-saccade-generation-based-on-parallel-processing-and-competitive-inhibition	3	0.650665333222213	5	0.14065060977303664	6	0.07678417645914937	7	0.07667305608800734	0	0.03336389143539739	9	0.00902853015529072	2	0.0063616412478817675	1	0.003500291690974248	8	0.0015556851959885546	4	0.001416784732061005	
4	doc005A-Model-of-Saccade-Initiation-Based-on-the-Competitive-Integration-of-Exogenous-and-Endogenous-Signals-in-the-Superior-Colliculus	3	0.7391774891774892	5	0.17918985776128632	0	0.020717377860235003	2	0.019944341372912802	6	0.017161410018552876	7	0.008967223252937539	8	0.0066481137909709335	9	0.006029684601113173	1	0.0012368583797155227	4	9.276437847866419E-4	
5	doc006A-neurobiological-model-of-visual-attention-and-invariant-pattern-recognition-based-on-dynamic-routing-of-information	3	0.5623003194888179	5	0.14459827239379955	6	0.10862619808306709	0	0.1056679682877766	2	0.053011477931605724	9	0.009939652112176074	1	0.005206484439711277	7	0.004141521713406697	8	0.003668204946160218	4	0.0028399006034788782	
6	doc007A-Performance-Evaluation-of-Local-Descriptors	0	0.7564974010395842	5	0.1643342662934826	9	0.019592163134746102	2	0.01879248300679728	8	0.013194722111155539	7	0.007996801279488205	6	0.0059976009596161535	3	0.005197920831667333	1	0.004798080767692923	4	0.003598560575769692	
7	doc008A-saliencybased-search-mechanism-for-overt-and-covert-shifts-of-visual-attention	0	0.42857142857142855	3	0.2802065404475043	5	0.16351118760757316	6	0.07728055077452668	2	0.017900172117039585	9	0.01153184165232358	1	0.008777969018932874	7	0.004647160068846815	4	0.004302925989672977	8	0.003270223752151463	
8	doc009A-Theory-of-Eye-Movements-During-Target-Acquisition	0	0.6808241460328935	5	0.11720585577444424	6	0.07748960780769926	3	0.06443159226459426	7	0.021733236941984455	9	0.01811856135911802	8	0.010301825411169347	1	0.005196096150370504	2	0.0033887583589372852	4	0.0013103198987890836	
9	doc010A-theory-of-reading-From-eye-fixations-to-comprehension	7	0.3820356472795497	9	0.2919793621013133	5	0.1798780487804878	6	0.0947467166979362	1	0.020168855534709193	3	0.014071294559099437	4	0.0053939962476547846	2	0.004924953095684803	8	0.003400562851782364	0	0.003400562851782364	
10	doc011A-Time-for-Telling	9	0.7944228954817066	5	0.1341859733724709	6	0.028095188174861098	1	0.013208931753852605	7	0.009959115211238075	8	0.006080301918440088	4	0.004193311667889716	2	0.0034594821260090156	0	0.0034594821260090156	3	0.0029353181675228013	
11	doc012Action-mirroring-and-action-understanding-an-alternative-account	1	0.6367549668874172	3	0.11870860927152319	6	0.08526490066225166	5	0.05529801324503311	8	0.03228476821192053	9	0.02119205298013245	2	0.015397350993377483	0	0.015066225165562913	7	0.01009933774834437	4	0.009933774834437087	
12	doc013Action-Observation-and-Acquired-Motor-Skills-An-fMRI-Study-with-Expert-Dancers	1	0.5397501419647928	3	0.17490062464508802	5	0.08972174900624645	2	0.06899488926746167	6	0.04713231118682567	9	0.028392958546280524	8	0.018739352640545145	4	0.014480408858603067	0	0.014480408858603067	7	0.0034071550255536627	
13	doc014Agency-Its-role-in-mental-development	1	0.31679389312977096	9	0.20610687022900764	6	0.1743002544529262	5	0.12595419847328243	8	0.05343511450381679	3	0.044529262086514	7	0.031806615776081425	0	0.021628498727735368	4	0.013994910941475827	2	0.011450381679389313	
14	doc015An-informationmaximization-approach-to-blind-separation-and-blind-deconvolution	2	0.6173553719008265	5	0.20640495867768596	9	0.08305785123966943	6	0.050826446280991734	3	0.01859504132231405	0	0.009504132231404958	7	0.004752066115702479	1	0.004752066115702479	8	0.0024793388429752068	4	0.0022727272727272726	
15	doc016Attention-affects-the-recognition-of-briefly-presented-visual-stimuli-in-infants-an-ERP-study	4	0.6388730249381306	5	0.18732153055396916	8	0.08319055777650866	2	0.0422615648201028	3	0.013896820864268038	6	0.01161241195507329	9	0.0070435941366838	0	0.005901389682086427	1	0.005520654863887303	7	0.00437845040928993	
